end_time,exact_times,headway_secs,start_time,trip_id
07:00:00,1,787,06:00:00,r100A_trip_00
07:00:00,1,787,06:00:00,r100_trip_00
07:00:00,1,787,06:00:00,r101A_trip_00
07:00:00,1,787,06:00:00,r101_trip_00
07:00:00,1,787,06:00:00,r103A_trip_00
07:00:00,1,787,06:00:00,r103B_trip_00
07:00:00,1,787,06:00:00,r103_trip_00
07:00:00,1,787,06:00:00,r104_trip_00
07:00:00,1,787,06:00:00,r105A_trip_00
07:00:00,1,787,06:00:00,r105_trip_00
07:00:00,1,787,06:00:00,r106A_trip_00
07:00:00,1,787,06:00:00,r106_trip_00
07:00:00,1,787,06:00:00,r107A_trip_00
07:00:00,1,787,06:00:00,r107_trip_00
07:00:00,1,787,06:00:00,r108A_trip_00
07:00:00,1,787,06:00:00,r108_trip_00
07:00:00,1,787,06:00:00,r109A_trip_00
07:00:00,1,787,06:00:00,r109_trip_00
07:00:00,1,787,06:00:00,r10_trip_00
07:00:00,1,787,06:00:00,r110_trip_00
07:00:00,1,787,06:00:00,r111A_trip_00
07:00:00,1,787,06:00:00,r112_trip_00
07:00:00,1,787,06:00:00,r113_trip_00
07:00:00,1,787,06:00:00,r114A_trip_00
07:00:00,1,787,06:00:00,r114_trip_00
07:00:00,1,787,06:00:00,r115_trip_00
07:00:00,1,787,06:00:00,r116_trip_00
07:00:00,1,787,06:00:00,r117_trip_00
07:00:00,1,787,06:00:00,r118_trip_00
07:00:00,1,787,06:00:00,r119_trip_00
07:00:00,1,787,06:00:00,r11_trip_00
07:00:00,1,787,06:00:00,r120_trip_00
07:00:00,1,787,06:00:00,r12_trip_00
07:00:00,1,787,06:00:00,r14_trip_00
07:00:00,1,787,06:00:00,r15_trip_00
07:00:00,1,787,06:00:00,r16_trip_00
07:00:00,1,787,06:00:00,r17_trip_00
07:00:00,1,787,06:00:00,r18_trip_00
07:00:00,1,787,06:00:00,r19_trip_00
07:00:00,1,787,06:00:00,r1_trip_00
07:00:00,1,787,06:00:00,r20_trip_00
07:00:00,1,787,06:00:00,r21_trip_00
07:00:00,1,787,06:00:00,r22_trip_00
07:00:00,1,787,06:00:00,r23_trip_00
07:00:00,1,787,06:00:00,r24_trip_00
07:00:00,1,787,06:00:00,r25_trip_00
07:00:00,1,787,06:00:00,r26_trip_00
07:00:00,1,787,06:00:00,r27_trip_00
07:00:00,1,787,06:00:00,r28_trip_00
07:00:00,1,787,06:00:00,r29_trip_00
07:00:00,1,787,06:00:00,r2_trip_00
07:00:00,1,787,06:00:00,r30_trip_00
07:00:00,1,787,06:00:00,r31_trip_00
07:00:00,1,787,06:00:00,r32_trip_00
07:00:00,1,787,06:00:00,r33_trip_00
07:00:00,1,787,06:00:00,r34_trip_00
07:00:00,1,787,06:00:00,r36_trip_00
07:00:00,1,787,06:00:00,r37_trip_00
07:00:00,1,787,06:00:00,r38_trip_00
07:00:00,1,787,06:00:00,r39_trip_00
07:00:00,1,787,06:00:00,r3_trip_00
07:00:00,1,787,06:00:00,r40_trip_00
07:00:00,1,787,06:00:00,r41_trip_00
07:00:00,1,787,06:00:00,r42_trip_00
